"标题","正文"
"7月31日山东省一级玉米油报价基本平稳","　　7月31日(周二)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下： 　　邹平西王一级玉米油国产的出厂报价为6400元/吨，和30日的报价持平，限量成交；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日山东潍坊玉米价格行情","　　7月31日，山东潍坊地区玉米价格小幅下跌。潍坊昌乐英轩实业玉米收购价格为1910元/吨，价格较昨日下跌10元/吨。                                            (责任编辑：DF318)"
"7月31日河北秦皇岛玉米价格行情","　　7月31日，河北秦皇岛地区玉米价格保持稳定。秦皇岛昌黎鹏远玉米收购价格为1700元/吨，价格与昨日持平。                                            (责任编辑：DF318)"
"巴西玉米作物产量预计为5,340万吨","　　圣保罗7月30日消息，巴西谷物咨询公司机构AgRural周一调降该国中南部地区第二茬玉米作物产量预估，从之前的5,360万吨降至5,340万吨，因主要生产地区天气干燥。 　　该机构同样下调全国第二茬玉米作物产量预估，从之前的5,710万吨降至5,680万吨。AgRural表示，干旱影响了包括帕拉纳州、圣保罗州和南马托格罗索州的玉米产量。                                            (责任编辑：DF318)"
"安徽阜阳力争7万亩玉米投保","　　为有效推进政策性农业保险惠民工程，安徽阜阳市颍东区枣庄镇高度重视加强政策宣传，并强化培训，全面做好玉米投保工作。 　　该镇加强业务培训。召开村书记、主任、协保员会议，邀请国元农业保险公司业务人员就玉米保险有关内容进行解读，包括承保理赔标准、基本业务知识、操作规范流程等，并详细、耐心解答现场咨询。同时，村居包保责任人进村入户向农民朋友进行政策讲解，涵盖农业种植保险的保障范围、保险缴费标准及保险金额、保险期限、赔偿标准等，大力宣传农业保险的政策措施、保险方式、投保操作规程及风险防范知识，提高群众的参保意识和参保积极性。此外，该镇还充分利用手机短信、微信、流动小喇叭、村居广播、宣传手册等多种方式，利用农业保险投保、核灾查灾、理赔等多种时机，进行广泛宣传，使农业保险深入人心，在全镇范围内形成良好的投保氛围。 　　据悉，该镇今年秋季玉米承保任务共7万亩左右，力争在7月底前完成全部投保任务。                                            (责任编辑：DF318)"
"7月31日美玉米到我国口岸完税价上涨","　　芝加哥期货交易所(CBOT)玉米期货周一跳升至6月中以来最高位，因美国中西部部分地区的天气干燥引发减产忧虑。有分析师称，小麦市场涨势也扶助为玉米市场提供外溢支撑。 　　9月玉米期货收涨5-1/4美分，结算价报每蒲式耳3.67-1/4美元，为6月15日以来最高。 　　新作12月合约收高5美分，结算价报每蒲式耳3.81-1/4美元。 　　美国玉米种植带部分地区的干燥天气影响作物生长前景。而干燥天气也已经令欧盟玉米产出潜力受限。 　　美国农业部(USDA)周一在每周作物生长报告中公布称，截至2018-7月29日当周，美国玉米优良率为72%，高于市场预期的71%，之前一周为72%，去年同期为61%。 　　美国玉米吐丝率为91%，此前一周为81%，去年同期为82%，五年均值为82%；美国玉米蜡熟率为38%，此前一周为18%，去年同期为21%，五年均值为20%。 　　USDA公布的数据还显示，截至2018年7月26日当周，美国玉米出口检验量为1,658,477吨，高于市场预估的100-140万吨。 　　今日CBOT玉米期货成交量预计为311,020手。 　　9月交货的美国2号黄玉米FOB价格为165.1美元/吨，合人民币1125元/吨；到中国口岸完税后总成本约为2066元/吨，较上日涨76元/吨，比去年同期涨360元/吨。                                            (责任编辑：DF318)"
"7月31日吉林省玉米纤维报价基本平稳","　　7月31日(周二)国内纤维市场稳定。东北喷浆玉米皮报价在1450元/吨，黄淮主流喷浆报价在880-1050元/吨，白皮在1050-1350元/吨。各地具体价格如下： 　　长春大成玉米纤维国产的出厂报价为930元/吨，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF381)"
"7月31日辽宁省玉米胚芽粕报价基本平稳","　　7月31日(周二)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　辽宁铁岭汇鑫玉米胚芽粕国产的出厂报价为1600元/吨，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日安徽省玉米胚芽粕报价基本平稳","　　7月31日(周二)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　阜阳植物油玉米胚芽粕国产的出厂报价为1550元/吨，和30日的报价持平，市场价；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日吉林省玉米胚芽报价基本平稳","　　7月31日(周二)国内胚芽市场行情稳。华北主流报价在2800-2950元/吨，西北地区维稳，山东地区胚芽报价在2850-2950元/吨。各地具体价格如下：　　长春大成玉米胚芽含油40%的出厂报价为2800元/吨，和30日的报价持平，市场价；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日河北省玉米胚芽粕报价基本平稳","　　7月31日(周二)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　抚宁骊骅玉米胚芽粕国产的出厂报价为1700元/吨，和30日的报价持平，普通：17%蛋白(市场价)；7月30日无现货成交。                                            (责任编辑：DF120)"
"7月31日山东省玉米胚芽报价基本平稳","　　7月31日(周二)国内胚芽市场行情稳。华北主流报价在2800-2950元/吨，西北地区维稳，山东地区胚芽报价在2850-2950元/吨。各地具体价格如下：　　恒仁工贸玉米胚芽国产的出厂报价为2950元/吨，和30日的报价持平，含油38%，停机；7月30日无现货成交。                                            (责任编辑：DF120)"
"7月31日河南省玉米胚芽报价基本平稳","　　7月31日(周二)国内胚芽市场行情稳。华北主流报价在2800-2950元/吨，西北地区维稳，山东地区胚芽报价在2850-2950元/吨。各地具体价格如下：　　汝州巨龙玉米胚芽国产的出厂报价为2800元/吨，和30日的报价持平，39%，停机；7月30日无现货成交。                                            (责任编辑：DF120)"
"7月31日河南省玉米粕市场行情动态","　　7月31日(周二)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　郸城财鑫玉米胚芽粕国产的停报，饼；7月30日无现货成交。                                            (责任编辑：DF120)"
"7月31日江苏省玉米胚芽报价基本平稳","　　7月31日(周二)国内胚芽市场行情稳。华北主流报价在2800-2950元/吨，西北地区维稳，山东地区胚芽报价在2850-2950元/吨。各地具体价格如下：　　罗盖特玉米胚芽国产的出厂报价为2850元/吨，和30日的报价持平，含油45%；7月30日无现货成交。                                            (责任编辑：DF120)"
"7月31日陕西省玉米胚芽粕报价基本平稳","　　7月31日(周二)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　国维淀粉玉米胚芽粕国产的出厂报价为1450元/吨，和30日的报价持平，普通粕；7月30日无现货成交。                                            (责任编辑：DF350)"
"7月31日内蒙古玉米胚芽粕报价基本平稳","　　7月31日(周二)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　内蒙兴源玉米胚芽粕国产的出厂报价为1450元/吨，和30日的报价持平，18%；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日山东省玉米胚芽粕报价基本平稳","　　7月31日(周二)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　邹平三星玉米胚芽粕国产的出厂报价为1550元/吨，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日辽宁省玉米胚芽报价基本平稳","　　7月31日(周二)国内胚芽市场行情稳。华北主流报价在2800-2950元/吨，西北地区维稳，山东地区胚芽报价在2850-2950元/吨。各地具体价格如下：　　地尔乐斯玉米胚芽国产的出厂报价为2750元/吨，和30日的报价持平，市场价；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日吉林省玉米胚芽粕报价基本平稳","　　7月31日(周二)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　吉林黄龙(食品)玉米胚芽粕国产的出厂报价为1650元/吨，和30日的报价持平，25%蛋白(地区价格)；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日吉林省玉米蛋白粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　长春大成玉米蛋白粉国产的出厂报价为70元/蛋白，和30日的报价持平，市场价；7月30日无现货成交。                                            (责任编辑：DF376)"
"7月31日河南省玉米淀粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　淇县永昌玉米淀粉国产的出厂报价为2500元/吨，和30日的报价持平，市场价；7月30日无现货成交。                                            (责任编辑：DF318)"
"7月31日辽宁省玉米蛋白粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　营口嘉里玉米蛋白粉国产的出厂报价为72元/蛋白，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF120)"
"7月31日吉林省玉米淀粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　吉林黄龙(食品)玉米淀粉国产的出厂报价为2350元/吨，和30日的报价持平，为市场价；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日江苏省玉米蛋白粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　连云港罗盖特玉米蛋白粉国产的出厂报价为73元/蛋白，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日内蒙古玉米淀粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　巴山淀粉玉米淀粉国产的出厂报价为2580元/吨，和30日的报价持平，可议价，王经理：18947890030；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日河南省玉米蛋白粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　孟州金玉米玉米蛋白粉国产的出厂报价为67元/蛋白，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日山东省玉米淀粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　恒仁工贸玉米淀粉国产的出厂报价为2530元/吨，和30日的报价持平，含税价；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日山东省玉米蛋白粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　恒仁工贸玉米蛋白粉国产的出厂报价为66元/蛋白，和30日的报价持平，停机；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日河北省玉米蛋白粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　辛集德瑞玉米蛋白粉国产的停报，7月30日无现货成交。                                            (责任编辑：DF120)"
"宝清万里润达150 万吨玉米深加工及电厂项目进入收尾阶段","　　据东北网消息，目前，宝清万里润达150万吨玉米深加工及电厂项目主体框架基本完工，已经进入内部设备安装阶段。 　　据了解，宝清县万里润达150万吨玉米深加工项目(11万吨赖氨酸项目)及热电联产项目总投资16.5亿元，项目于2017年8月20日开工，主要建设11万吨赖氨酸发酵车间、成品车间及其配套的空压站、水处理，日处理20000立方米污水站、糖化车间以及热电厂等。达产后，年产赖氨酸11万吨，菌体蛋白1万吨，供热面积520万平方米，发电4.1亿度，年销售收入13.96亿元，利润1.82亿元，税金0.65亿元，新增就业472人以上。目前，玉米深加工及电厂项目已进入收尾阶段。                                            (责任编辑：DF318)"
"7月31日陕西省玉米淀粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　国维淀粉玉米淀粉国产的出厂报价为2550元/吨，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日辽宁省玉米淀粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　地尔乐斯玉米淀粉国产的出厂报价为2350元/吨，和30日的报价持平，为市场价；7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日陕西省玉米蛋白粉报价基本平稳","　　7月31日(周二)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 原粮价格下跌持续，对淀粉影响未显现，厂家库存少。依旧挺价谨慎观望市场为主。各地具体价格如下：　　国维淀粉玉米蛋白粉国产的出厂报价为69元/蛋白，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF386)"
"7月30日玉米为1771.64元/吨","　　7月30日，玉米参考价为1771.64元/吨，与7月1日(1775.57)相比，下降了0.22%。                                            (责任编辑：DF380)"
"7月30日CBOT玉米电子盘收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算ZC1809364366.5363.5365.53.511084609645362ZC1812378.75380.75377.5379.753.524453808176376.25ZC1903389.25391.25388.25390.53.754621214948386.75ZC1905394.5396.75394395.753.2578938905392.5ZC1907399.75401.75399400.75398498946397.75ZC1909400402399.75401.252.525130597398.75ZC1912402.75405402.5404.252.7555681626401.5ZC2003413.254144134142.5183220411.5ZC20054204204204202.7530394417.25ZC20074234244234242.5111143421.5ZC20124154174154172.5141582414.5ZC21124204204204200.52150419.5                                            (责任编辑：DF353)"
"DCE玉米止跌迹象初现 多单继续轻仓持有","　　国内盘面：周一DCE玉米C1901合约呈现止跌迹象，终盘报1844元/吨，上涨12元/吨，涨幅0.66%，持仓量增加138手至675258手。玉米淀粉CS1809合约止跌回升，波动区间2254-2276元/吨，最终报收于2275元/吨，涨16元/吨，涨幅0.71%，持仓量168160手，增仓768手。 　　外盘走势：芝加哥期货交易所(CBOT)美玉米期货主力12月合约高开振荡，截至北京时间16:07，报378.4，涨幅0.59%。 　　消息面：1、7月27日国家临储玉米交易结果：计划投放3965045吨，实际成交968796吨，成交率24.43%，最高价1530元/吨，最低价1350元/吨，成交均价1418元/吨。2、7月30日，国际粮船从美湾至中国口岸海运费为42美元/吨；巴西至中国口岸海运费为31美元/吨。 　　现货方面：锦州港地区新粮主流收购价水分15%以内1720元/吨，平舱价1763-1768元/吨，较昨日持平；吉林四平地区玉米淀粉出厂价格为2300元/吨，较昨日持平。 　　总结：近期临储玉米拍卖成交率保持稳定，天气原因或影响新玉米产量，而未来深加工产能的释放使得对于玉米需求预期较好。技术上，玉米1901合约、淀粉1809合约收回前一日阴线，呈现出止跌迹象，有望重拾上涨势头。操作上建议，玉米1901合约多单维持轻仓(激进者可适当加仓)，而淀粉1809合约可以尝试逢低短多，中长线交易者可在淀粉1901合约上逢低布局多单。                                            (责任编辑：DF381)"
"7月30日河北石家庄玉米价格行情","　　7月30日，河北石家庄地区玉米价格稳定。石家庄辛集德瑞玉米收购价格为1880元/吨，价格与昨日持平。                                            (责任编辑：DF318)"
"湖南邵阳县近30万亩玉米喜获丰收","　　目前，玉米收获工作已全面展开。笔者从湖南省邵阳县农业部门了解到，全县近30万亩玉米喜获丰收，平均亩产在450公斤以上，与去年持平略增。                                            (责任编辑：DF318)"
"7月30日广东蛇口玉米价格行情","　　广东蛇口地区玉米价格稳定，新玉米散船报价1850-1870元/吨，与上日持平。                                            (责任编辑：DF318)"
"7月30日湖南长沙玉米价格行情","　　湖南长沙地区玉米价格稳定，新粮散船码头报价1920-1960元/吨，与上日持平。                                            (责任编辑：DF318)"
"30日广东港口玉米价格稳定","　　据市场监测，7月30日广东港口二等陈玉米散粮报价1830-1850元/吨，集装箱一等陈玉米1860-1880元/吨，均与上周五持平；上周日均出货3.4万吨。                                            (责任编辑：DF318)"
"2018年7月30日山东烟台玉米最新价格行情","　　养猪巴巴2018年7月30日山东烟台玉米最新价格行情 　　烟台地区基层粮点收购水分15%左右玉米报价1820元/吨，与昨日持平。                                            (责任编辑：DF318)"
"2018年7月30日山东济南玉米最新价格行情","　　养猪巴巴2018年7月30日山东济南玉米最新价格行情 　　济南地区基层粮点收购水分15%左右玉米报价1790元/吨，与昨日持平。                                            (责任编辑：DF318)"
"2018年7月30日山东潍坊玉米最新价格行情","　　养猪巴巴2018年7月30日山东潍坊玉米最新价格行情 　　山东省潍坊市玉米收购价，市场主流为：1840元/吨 ，同比：0% ，环比：0% 。                                            (责任编辑：DF318)"
"2018年7月30日内蒙古通辽玉米最新价格行情","　　养猪巴巴2018年7月30日内蒙古通辽玉米最新价格行情 　　内蒙古通辽地区水分15%新玉米贸易商收购价格为1600-1660元/吨，出库价格为1630-1700元/吨，与昨日持平。2017年玉米二等粮贸易商出售上车价格为1750元/吨。                                            (责任编辑：DF318)"
"2018年7月30日黑龙江佳木斯玉米最新价格行情","　　养猪巴巴2018年7月30日黑龙江佳木斯玉米最新价格行情 　　佳木斯地区水分15%玉米贸易商收购价格为1440-1500元/吨，出库价格为1480-1540元/吨，与昨日持平。                                            (责任编辑：DF318)"
"2018年7月30日辽宁沈阳玉米最新价格行情","　　养猪巴巴2018年7月30日辽宁沈阳玉米最新价格行情 　　辽宁沈阳地区水分15%新玉米贸易商收购价格为1600-1660元/吨，出库价格为1640-1700元/吨，与昨日持平。                                            (责任编辑：DF318)"
"2018年7月30日吉林德惠玉米最新价格行情","　　养猪巴巴2018年7月30日吉林德惠玉米最新价格行情 　　德惠地区水分15%新玉米贸易商收购价格为1540-1600元/吨，出库价格为1580-1640元/吨，与昨日持平。                                            (责任编辑：DF318)"
"2018年7月30日河南周口玉米最新价格行情","　　养猪巴巴2018年7月30日河南周口玉米最新价格行情 　　河南省周口市玉米收购价格，市场主流为：1810元/吨 ，同比：4.62% ，环比：0% 。                                            (责任编辑：DF318)"
"7月30日河北省玉米纤维报价基本平稳","　　7月30日(周一)国内纤维市场稳定。东北喷浆玉米皮报价在1450元/吨，黄淮主流喷浆报价在880-1050元/吨，白皮在1050-1350元/吨。山东祥瑞白皮纤维报价1450。各地具体价格如下： 　　昌黎鹏远玉米纤维国产的出厂报价为1000元/吨，和27日的报价持平，18%蛋白，市场价；7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日山东省玉米纤维报价基本平稳","　　7月30日(周一)国内纤维市场稳定。东北喷浆玉米皮报价在1450元/吨，黄淮主流喷浆报价在880-1050元/吨，白皮在1050-1350元/吨。山东祥瑞白皮纤维报价1450。各地具体价格如下： 　　恒仁工贸玉米纤维国产的出厂报价为940元/吨，和27日的报价持平，东北玉米产出980元；7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日河南省玉米粕市场行情动态","　　7月30日(周一)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　郸城财鑫玉米胚芽粕国产的停报，饼；7月27日无现货成交。                                            (责任编辑：DF062)"
"7月30日陕西省玉米胚芽粕报价基本平稳","　　7月30日(周一)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下： 　　国维淀粉玉米胚芽粕国产的出厂报价为1450元/吨，和27日的报价持平，普通粕；7月27日无现货成交。                                            (责任编辑：DF062)"
"7月30日吉林省玉米胚芽粕报价基本平稳","　　7月30日(周一)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　吉林黄龙(食品)玉米胚芽粕国产的出厂报价为1650元/吨，和27日的报价持平，25%蛋白(地区价格)；7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日河北省玉米胚芽粕报价基本平稳","　　7月30日(周一)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　抚宁骊骅玉米胚芽粕国产的出厂报价为1700元/吨，和27日的报价持平，普通：17%蛋白(市场价)；7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日辽宁省玉米胚芽粕报价基本平稳","　　7月30日(周一)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下：　　辽宁铁岭汇鑫玉米胚芽粕国产的出厂报价为1600元/吨，和27日的报价持平，7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日河北省一级玉米油报价基本平稳","　　7月30日(周一)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下： 　　辛集三佳毛玉米油国产的停报，停报；7月27日无现货成交。一级玉米油国产的停报，停报；7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日安徽省玉米油市场行情动态","　　7月30日(周一)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下：  　　阜阳植物油一级玉米油国产的停报，停产；7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日河南省一级玉米油报价基本平稳","　　7月30日(周一)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下： 　　新乡惠民毛玉米油国产的出厂报价为5200元/吨，和27日的报价持平，7月27日无现货成交。一级玉米油国产的出厂报价为6200元/吨，和27日的报价持平，7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日江苏省玉米纤维报价基本平稳","　　7月30日(周一)国内纤维市场稳定。东北喷浆玉米皮报价在1450元/吨，黄淮主流喷浆报价在880-1050元/吨，白皮在1050-1350元/吨。山东祥瑞白皮纤维报价1450。各地具体价格如下： 　　罗盖特玉米纤维国产的出厂报价为1020元/吨，和27日的报价持平，7月27日无现货成交。                                            (责任编辑：DF350)"
"7月30日内蒙古玉米纤维报价基本平稳","　　7月30日(周一)国内纤维市场稳定。东北喷浆玉米皮报价在1450元/吨，黄淮主流喷浆报价在880-1050元/吨，白皮在1050-1350元/吨。山东祥瑞白皮纤维报价1450。各地具体价格如下：  　　巴山淀粉玉米纤维国产的停报，停报；7月27日无现货成交。                                            (责任编辑：DF381)"
"7月30日内蒙古玉米蛋白粉报价基本平稳","　　7月30日(周一)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。河北华辰蛋白粉报价69元/蛋白，较上周五报价涨1元。各地具体价格如下： 　　巴山淀粉玉米蛋白粉国产的出厂报价为70元/蛋白，和27日的报价持平，7月27日无现货成交。 　　内蒙阜丰玉米蛋白粉国产的出厂报价为69元/蛋白，和27日的报价持平，7月27日无现货成交。 　　通辽玉王玉米蛋白粉国产的出厂报价为68元/蛋白，和27日的报价持平，7月27日无现货成交。                                            (责任编辑：DF350)"
"7月30日河南省玉米蛋白粉报价基本平稳","　　7月30日(周一)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。河北华辰蛋白粉报价69元/蛋白，较上周五报价涨1元。各地具体价格如下： 　　孟州金玉米玉米蛋白粉国产的出厂报价为67元/蛋白，和27日的报价持平，7月27日无现货成交。                                            (责任编辑：DF381)"
"7月30日河北省玉米淀粉报价基本平稳","　　7月30日(周一)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 国内玉米淀粉现货市场行情延续平稳运行，厂家谨慎观望市场为主。各地具体价格如下： 　　骊骅淀粉玉米淀粉国产的停报，7月27日无现货成交。                                            (责任编辑：DF381)"
"7月30日陕西省玉米蛋白粉报价基本平稳","　　7月30日(周一)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。河北华辰蛋白粉报价69元/蛋白，较上周五报价涨1元。各地具体价格如下：　　国维淀粉玉米蛋白粉国产的出厂报价为69元/蛋白，和27日的报价持平，7月27日无现货成交。                                            (责任编辑：DF376)"
"7月30日山东省玉米淀粉报价基本平稳","　　7月30日(周一)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 国内玉米淀粉现货市场行情延续平稳运行，厂家谨慎观望市场为主。各地具体价格如下： 　　恒仁工贸玉米淀粉国产的出厂报价为2530元/吨，和27日的报价持平，含税价；7月27日无现货成交。                                            (责任编辑：DF381)"
"7月30日内蒙古玉米淀粉报价基本平稳","　　7月30日(周一)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 国内玉米淀粉现货市场行情延续平稳运行，厂家谨慎观望市场为主。各地具体价格如下：　　巴山淀粉玉米淀粉国产的出厂报价为2580元/吨，和27日的报价持平，可议价；7月27日无现货成交。                                            (责任编辑：DF381)"
"7月30日黑龙江玉米淀粉报价基本平稳","　　7月30日(周一)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。 国内玉米淀粉现货市场行情延续平稳运行，厂家谨慎观望市场为主。各地具体价格如下： 　　龙江中粮玉米淀粉国产的出厂报价为2300元/吨，和27日的报价持平，为市场价；7月27日无现货成交。                                            (责任编辑：DF381)"
"7月30日河北省玉米蛋白粉报价基本平稳","　　7月30日(周一)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。河北华辰蛋白粉报价69元/蛋白，较上周五报价涨1元。各地具体价格如下： 　　辛集德瑞玉米蛋白粉国产的停报，7月27日无现货成交。                                            (责任编辑：DF381)"
