"标题","正文"
"7月30日中色东方韶星氟化铝价格下调","　　河南中色东方韶星实业有限公司氟化铝价格下调，出厂报价9900元/吨，装置正常开车，实际成交价以商谈为主。                                            (责任编辑：DF120)"
"7月30日郑州泽润能源化工氟化铝价格暂稳","　　郑州泽润能源化工有限公司氟化铝价格暂稳，出厂报价9200元/吨，装置正常开车，实际成交价以商谈为主。                                            (责任编辑：DF120)"
"上海现货：基本金属7月30日(部分)(铝铅锌锡镍)","名称规格产地/牌号最低价最高价平均价涨跌A00铝锭Al99.70国产142401428014260↑90长江快讯Al99.70国产142601430014280↑1201#铅锭Pb99.994国产188501895018900↓2751#锌锭Zn99.99国产、进口216402174021690↑900#锌锭Zn99.995国产、进口217402184021790↑901#锡锭Sn99.90国产146000147500146750↑20001#电解镍Ni99.90国产、进口112050113050112550↑2751#金川镍Ni99.90甘肃金川112950113050113000↑1251#进口镍112050112150112100↑425　　                                            (责任编辑：DF386)"
"有色金属现货上午快讯7月30日(铜铝铅锌锡镍)","品种名称最低价最高价成交单位今日均价涨跌幅产地/牌号交货地点日期1# 铜4984049860吨 49850↓-90上海2018-07-30A00 铝1426014300吨 14280↑120信发海湖青铜峡上海2018-07-301# 铅1885019050吨 18950↓-250宙泰白银株冶上海2018-07-300# 锌2182022820吨 22320↑90云南双燕葫锌牌上海2018-07-301# 锌2177021820吨 21795↑90进口甘肃陕西上海2018-07-301# 镍板112350113450吨 112900↑150进口四川尼科金川上海2018-07-301# 锡146500147500吨 147000↑2250进口云山云锡上海2018-07-30无氧铜丝 Φ3mm5086051160吨 51010↓-90亨通越王鑫汇上海2018-07-30漆包线 QZ 0.1-3.0mm5305057050吨 55050↓-90浙江佳磁上海2018-07-301# 钴495000525000吨 5100000 四川尼科凯力克金川上海2018-07-301# 锑5150052500吨 520000 云南广西上海2018-07-302# 锑5100052000吨 515000 云南广西上海2018-07-30金属硅 553#-331#1240015000吨 137000 贵州云南福建上海2018-07-30金属硅 3303#-2202#1550016500吨 160000 云南福建上海2018-07-301# 镁锭1760017700吨 176500 河南山西上海2018-07-301# 电解锰1960019800吨 197000 重庆四川湖南上海2018-07-30MB超细镍粉200-6500目180960千克 5700 江阴上海2018-07-30金属铬7650077500吨 770000 进口锦州上海2018-07-30铸造铝合金锭A356.21538015780吨 15580↑120上海正岸浙江金宇宁波展慈上海2018-07-30铸造铝合金锭ZL1021518015380吨 15280↑120上海正岸浙江金宇宁波展慈上海2018-07-30R401A专用紫铜管5485054850吨 54850↓-90山东中佳上海2018-07-30压铸锌合金锭ZAMAK-32365023650吨 23650↑100上百牌上海2018-07-30硫酸镍2700029000吨 280000 成冶金川吉林上海2018-07-30氯化镍3100034000吨 325000 金川意大利吉林上海2018-07-301# 白银36353655千克 3645↑10国产上海2018-07-30磷铜合金5235052850吨 52600↓-150山东江苏上海2018-07-30钯237239克 2380 国产上海2018-07-30铝合金ADC121548015680吨 15580↑120国产上海2018-07-30　　铜升贴水情况： 平水铜贴10元/吨 - 升水铜升10/吨 ↑ 30                                             (责任编辑：DF386)"
"顾冯达：回避宏观风险 聚焦铝市机会","　　7月27日晚间，外盘有色偏弱运行，伦铜收报6244美元，跌0.6%，伦铝报2053美元，跌0.73%，伦锌收报2585.5美元，跌0.23%，伦镍收报13780美元，持平。近期，中国政策转向利好及美欧贸易暂时休战，但在后续政策落实层面仍有较大不确定性，美元指数在各类消息推动下巨幅震荡，汇率风险加剧进而影响到铜锌等有色金属价格，本周关注的重点在于年中政治局会议对下半年经济工作方向的定调及及美、英、日等国的利率决议。操作上多看少动为宜，更多关注受外部影响较小的铝市，建议沪铝多单继续持有。                                             (责任编辑：DF318)"
"铝今日观点 铝价表现相对坚挺","　　上周五LME铝继续回落，下跌0.73%，至2053.00美元/吨，沪铝指数上涨0.52%，收于14430元/吨，夜盘进一步反弹至14442元/吨。LME铝现货贴水16.05美元/吨，前一交易日为贴水18.00美元/吨，上周五长江有色均价较沪铝指数结算价贴水249元，前一日贴水231元，现货贴水幅度有所扩大。7月27日LME铝锭库存减少7575吨至1200025吨。7月19日，国内铝锭社会库存合计174.8万吨，环比上周四增加0.3万吨。工信部发布对电解铝钢铁行业实行错峰生产通知，政策去产能预期仍在升温。环保整治趋紧，铝土矿供给趋紧，氧化铝厂商利润受损实行弹性生产，河南氧化铝均价再次上涨，至3005元/吨，电解铝成本支撑继续加强，部分高成本铝企面临亏损境地开始减产；从市场走势看，14000元/吨成本附近对盘面有较强支撑作用，比对近期其他基本金属的跌幅，铝价表现相对坚挺，近期走势有望偏强，密切关注三季度新增产能投放情况。 　　                                            (责任编辑：DF386)"
"云铝润鑫、涌鑫公司获科研专项资金支持","　　云铝润鑫公司重点研发项目获630余万元专项资金支持 　　近日，云南省科技厅公布2018年省级财政科技计划项目，云铝润鑫公司参与的2018年省重大科技专项计划项目、省重点研发计划项目获得省级财政科技计划项目共630余万元资金支持。 　　近年来，润鑫公司大力实施科技创新驱动发展战略，紧紧围绕重点领域开展科技攻关，攻克多项电解铝生产核心技术难题，积极发挥“创新驱动、服务生产”的作用，通过对标先进找差距，分析制定优化改进措施，逐步优化提升各项主要生产技术指标和单耗指标，促进科技成果向现实生产力转化。 　　云铝涌鑫公司获科技经费100万元 　　近日，从云南省科技厅获悉，云铝涌鑫公司“水电铝绿色低碳新技术创新团队”入选省创新团队培育对象，并将获科技经费100万元。 　　该团队以云南省铝电解节能减排工程技术研究中心工业级试验电解槽为平台，开展高能效强保温型铝电解槽控制技术研究、铝电解阳极防氧化低碳减排控制技术研究，着力于解决铝冶炼过程中出现的工艺、技术、质量、成本、装备、环保等有关提高企业竞争力的关键核心技术难题，通过以项目实施为抓手，打造“产学研”科技合作大平台，培养和造就一批高层次、高水平的铝电解冶金专家和工程技术人员，提升企业科技创新能力，推动云南省铝工业科技进步，在全国铝行业形成高效节能绿色低碳引领示范作用。                                            (责任编辑：DF386)"
"神火股份：电解铝产业挺进云南 “一基双翼”产业构架显现","最新价：4.83涨跌额：-0.27涨跌幅：-5.29%成交量：32万手成交额：1.61亿元换手率：1.72%市盈率：33.37总市值：91.79亿查询该股行情??实时资金流向??深度数据揭秘??进入神火股份吧??神火股份资金流相关股票永泰能源(- -)中煤能源(4.80 -1.44%)兖州煤业(11.25 -1.83%)中国神华(17.58 -1.84%)相关板块河南板块(-3.25%)证金持股(-3.29%)深成500(-3.36%)深股通(-3.40%) 　　7月26日下午，河南上市公司诚信公约煤炭企业阳光行---走进神火股份。 　　以下为活动文字概述： 　　问：请介绍一下贵公司电解铝产能置换情况以及云南项目优势分析。 　　答：神火股份自1999年上市以来，业务已从单一的煤炭企业发展到目前的煤电铝材一体化产业链，公司不断发展壮大。电力成本是制约电解铝企业生产经营的核心要素，因河南省发电和用电成本高企，公司本部电解铝业务一直处于亏损状态，严重拖累公司业绩。自国家产能置换政策出台以来，公司一直在研究论证电解铝产能转移置换工作，希望再打造复制一个“新疆神火”。公司先后派遣工作组实地考察了新疆、内蒙古、云南等三十多个地区，并多次组织专家对产能置换方案进行对比测算和可行性论证，最终确定云南省文山州富宁县是国内目前最具有电解铝成本优势的地区。 　　云南省水电资源丰富，现有电力总装机能力近9,000万千瓦，93%为水电，而且还有两个单体千万装机的水电机组近两年要投运。由于当地电力需求不足，机组发电负荷不能得到有效利用，目前年弃水电量近300亿度，有发展高载能水电铝材产业的强烈愿望。为把资源优势尽快转化为经济优势，实现社会经济加快发展和富民强省目标，云南省决定全力发展绿色水电铝材一体化产业，并根据《国家发展改革委国家能源局关于促进西南地区水电消纳的通知》(发改运行【2017】1830号)文件精神，相继出台了《云南省人民政府关于推动水电铝材一体化发展的实施意见》(云政发【2017】65号)、《云南省发展和改革委员会云南省物价局云南省能源局关于印发实施优价满发推动水电铝材一体化发展专项用电方案的通知》(云发改产业【2018】80号)等支持政策。公司到云南省投资建设水电铝项目，自投产后前五年实施0.25元/度(上网电价0.13元/度+过网费0.12元/度)的含税电价，从企业投产第6年起，含税电价在0.25元/度的基础上每年增加0.012元/度，直至增加到0.3元/度封顶。 　　文山州富宁县是《左右江革命老区振兴规划(2015-2025年)》确定的核心县，是云南省通往广西、广东的重要通道，境内有铁路、高速公路、珠江水运，交通优势明显。同时，紧邻氧化铝产地广西百色地区，离最近的氧化铝产地仅127公里，距离华南、南亚及东南亚等铝品消费市场较近，物流成本较低，西电东输500KV直流输电线路贯穿全境，是比较适宜发展水电铝材一体化产业的县域之一。 　　目前云南神火铝业有限公司已成立，云南项目分两期建设，不需建设电厂，减少了投资成本，预计2年内可建成投产，将会是公司在西南地区的主要利润源，届时公司将形成“一基双翼”(河南煤炭及总部基地，新疆煤电铝与云南水电铝双翼)的产业架构。 　　问：公司是否通过期货来规避煤炭价格波动风险？ 　　答：自国家推进供给侧改革以来，煤炭价格一直在高位运行，公司主要煤炭品种永城的无烟煤和许昌地区的炼焦配煤均为冶金煤，属于稀缺品种，目前市场比较紧俏。煤炭期货品种只有动力煤和焦煤两种，公司煤炭产品均不涉及，因此暂未开展相关煤炭期货业务。 　　问：公司资金需求来源，未来融资方式及对出资方的要求？ 　　答：公司资产负债率近几年一直处于高位，公司一直把降负债作为一项重要工作来抓，目前正积极研究论证通过股权融资方式，有效降低公司资产负债率和财务风险。因为股权融资需要合法、合规的募投项目，公司正在积极寻求甄选。 　　问：公司铝锭和铝液的比例？神火的电价成本是多少？ 　　答：公司目前在产产能约112万吨，河南地区在产的32万吨，基本上全部实现了液铝销售；新疆地区的80万吨，年初计划销售铝锭70万吨，铝液10万吨，截止目前已销售液铝约8万吨，铝液销售好于预期。 　　公司目前有5台自备发电机组在运营，其中：公司本部1台600MW，新疆公司4台350MW。公司本部实行以电定产政策，自发电基本上能满足生产需求，本部发电成本约0.35元/度，过网费0.08元/度，用电成本较高；新疆因综合用煤成本较低，低钠煤和高钠煤配比后的综合用煤成本在100元/吨左右，发电成本优势较为明显，加上0.028元/度的过网费和0.0241元/度的政府性基金，综合用电成本约0.17元/度。 　　问：内蒙古铁路专线的开通，是否冲击煤炭市场，公司如何防范自有煤炭板块？ 　　答：内蒙、山西为国家的主要能源地区，内蒙古铁路线的开通，煤炭外运量快速增加，释放的产能对中原地区煤炭企业产生不小压力。但是内蒙古输出的主要是电煤，动力煤市场会因此受到一些冲击，而公司主要产品无烟精煤和炼焦精煤均为冶金用煤，属于稀缺煤种，不会因此受到影响。总体而言，河南作为煤炭输入省份，外地煤炭产品的调入，可以改善河南省内煤炭产品结构和价格，届时有可能会实现共赢局面。 　                                            (责任编辑：DF386)"
"沪铝振荡反弹 仍有望测试14500元关口","　　外盘走势：今日亚市伦铝探底回升，但交投十分清淡，其中截止北京时间15:38,3个月LME铝报2066美元/吨，日微跌0.07%，目前伦铝仍有效运行于均线交织处，短期下跌风险有所减弱，上方反弹阻力关注2100美元/吨。　　现货方面：据SMM报道，7月27日上海现铝成交集中14200-14220元/吨，对当月贴水90-80元/吨，无锡成交集中14200-14220元/吨，杭州成交集中14200-14220元/吨。持货商稳定出货，现货贴水显现难扩迹象，中间商接货力度进一步提升，下游企业畏高仅按刚需采购，整体成交较活跃，主要来自贸易商之间的成交。　　内盘走势：沪铝主力合约1809振荡反弹，表现远强于伦铝，交投区间为14435-14315元/吨，尾盘收于14400元/吨，日微涨0.49%。期限结构方面，沪铝延续近低远高正向排列，其中沪铝1808合约和1809合约的正价差维持至90元/吨。　　市场因素分析：亚市美元指数承压微跌0.1%，基本维持隔夜录得的高达0.6%的涨幅，现交投于94.64附近，因欧央行维持利率不变，且其加息的计划安排未改变。此外，中国6月规模以上工业企业实现利润同比增长20%，环比放缓1.1%。目前市场聚焦于今晚的美国二季度GDP，预期二季度增长率高达4%。铝市行业资讯方面：7月26日，SMM统计国内电解铝消费地库存(含SHFE仓单)合计179.5万吨，环比上周四减少2.8万吨。 　　行情研判：7月26日沪铝1809振荡收涨至14400元/吨，表现强于其他基本金属。近期国内铝社会库存持续减少，仍利于铝价反弹。建议沪铝1809合约可背靠14250元之上逢低多，入场参考14320元附近，目标关注14500元/吨。                                            (责任编辑：DF381)"
"流通货源寥寥 铝市场惜售情绪浓烈","　　今日南储华南铝锭报价14270-14370元，均价14320，涨40元，现货升水扩大，流通货源寥寥，市场惜售情绪浓烈，整体成交不振，主流成交价集中在14330-14380元之间，较南储华南均价升水10~60元。　　今日南储华东铝锭报价14150-14190元，均价14170元，涨20。长江：14140-14180,14160涨30。贸易商看好基差，多以接货为主，持货商略显惜售，市场流通货源紧缺，报价上调，但下游刚需采购，总体成交尚可。成交价在14160元~14220元，较南储华东均价升水-10~50元。　                                            (责任编辑：DF386)"
"7月27日东营金茂铝业三氯甲烷报","　　7月27日东营金茂铝业三氯甲烷报价3500元/吨，实际成交价格以商谈为准，厂内8万吨/年甲烷氯化物装置开工低负荷，预计八月初检修。货源紧张。                                            (责任编辑：DF381)"
"华东铝：现货贴水止扩 贸易商成交活跃","　　期铝当月先抑后扬。上海成交集中14200~14220元/吨，对当月贴水90~80元/吨，无锡成交集中14200~14220元/吨，杭州成交集中14200~14220元/吨。持货商稳定出货，现货贴水显现难扩迹象，中间商接货力度进一步提升，下游企业畏高仅按刚需采购，整体成交较活跃，主要来自贸易商之间的成交。                                            (责任编辑：DF350)"
"沪铝上方压力60日均线14500","　　隔夜欧洲央行会议坚持宽松货币政策，并预计2019年夏季前不会加息，同时保持当前购债规模至9月份。欧洲央行态度软弱超预期，欧元创一个月来最大日跌幅，美元暴涨，人民币大跌。美元暴涨压制外盘有色金属，伦敦金属下跌，而受到人民币走弱支撑，内盘有色金属高位震荡。 　　隔夜欧洲央行态度超预期软弱，欧元暴跌美元暴涨，人民币大幅走弱。隔夜伦铜受到美元上涨压力，冲高回落收中阴，跌破20日均线。而人民币走弱支撑沪铜，沪铜夜盘小幅低开于5万点上方，窄幅震荡收小阳线。隔夜沪铜成交大幅下降，持仓小幅上升，上涨后市场较为谨慎。沪铜和伦铜仍在5日均线上方，整体较强，但需密切关注30日智利矿山谈判消息，智利矿山谈判若不顺利则可能导致铜价暴涨。沪铜上方压力51000，下方支撑49500。 　　隔夜欧洲央行态度超预期软弱，欧元暴跌美元暴涨，人民币大幅走弱，外盘有色金属承压回落，而内盘受到人民币贬值支撑走强。隔夜伦铝低开震荡收十字星，收于20日均线附近。沪铝日盘下跌后，夜盘企稳5日均线后上涨收小阳。沪铝成交明显减小持仓小涨，上涨后市场较为谨慎，中期可能延续14000-14500区间震荡行情。沪铝上方压力60日均线14500，下方支撑14000。                                            (责任编辑：DF318)"
"铝：欧央行会议坚持宽松货币政策","　　铝：欧央行会议坚持宽松货币政策，EN+警告或向中国售股。 　　期货市场，沪铝活跃合约收盘价14330元/吨，环比跌0.38%；LME3月铝收盘价2068美元/吨，环比涨0.19%。LME铝库存120.76万吨；沪期铝仓单72.53万吨。 　　现货方面，长江现货成交价格14110-14150元/吨，下跌100元/吨；广东南储报14230-14330元/吨，下跌60元/吨，两地价差扩大。现货铝跟跌为主，市场中持货商正常出货，下游畏高，且需求不好，少量买入。库存方面，据数据，国内现货电解铝库存方面环比减少0.8万吨至172.1万吨；数据显示国内电解铝现货库存179.5万吨，与前一周四相比减少2.5万吨，库存减少与入库量回落有关。 　　宏观方面： 　　欧洲央行会议坚持宽松货币政策，预计至少在2019年夏天结束前将保持利率不变，每月300亿欧元的QE规模将持续到9月份，欧元创一个月来最大日跌幅，美元乘势走强，收于94.755，日间上涨0.6%。 　　美国7月21日当周首次申请失业救济人数21.7万人，预期21.5万人，前值20.7万人修正为20.8万人。美国7月14日当周续请失业救济人数174.5万人，预期173.3万人，前值175.1万人修正为175.3万人。美国至7月21日当周初请失业金人数较上周(48年半低位)出现反弹，劳动力市场在收紧。 　　铝业要闻： 　　日前俄铝母公司俄罗斯能源巨头EN+向美财政部提出了一项大胆的计划，受制裁的俄罗斯铝业大亨奥列格·杰里帕斯卡放弃对该公司的控制权，但不出售其股份，以此获得美方解除制裁。但倘若美方仍“一意孤行”，EN+警告称，公司可能会考虑向中国出售股权或者被俄罗斯国有化。奥列格·杰里帕斯卡本人于今年4月同意将其在EN+的持股比例降至50%以下，并任命多名独立董事进入公司董事会，以此作为说服美国解除制裁计划的一部分。但彭博社报道称，在宣布该计划后的三个月内，该公司仍未公开宣布任何可能的独立董事，也未宣布收购奥列格·杰里帕斯卡股份的买家。为此，美国财政部下属的海外资产控制办公室(OFAC)要求投资者们在8月5日前出售EN+和俄铝的股票。不过目前EN+公司已向美方要求，在8月5日之前暂缓制裁，因为奥列格·杰里帕斯卡放弃控制权计划的最后阶段已经“准备就绪”。此外，EN+还将寻求恢复此前被搁置的与瑞士大宗商品交易集团嘉能可(Glencore)的换股交易，这将稀释奥列格·杰里帕斯卡的股权。 　　工业和信息化部发布一则关于印发坚决打好工业和通信业污染防治攻坚战三年行动计划的通知；其中在调整产业结构和实施错峰生产上对电解铝和钢铁行业做出了具体要求，调整产业结构方面：重点区域严禁新增钢铁、水泥、平板玻璃、焦化、电解铝、铸造等产能，严格执行钢铁、电解铝、水泥、平板玻璃等行业产能置换实施办法；错峰生产方面，重点区域实施秋冬季重点行业错峰生产，企业未按期完成治理改造任务的，一并纳入当地错峰生产方案，实施停产。 　　海德鲁(NorskHydro)表示，尚不清楚何时旗下巴西Alunorte氧化铝精炼厂将恢复全部产能。该公司周二报告称第二季度获利符合预期。海德鲁第二季度息税前利润(EBIT)降至27亿克朗，上年同期为29亿克朗。早前巴西一名法官驳回了一项针对挪威海德鲁公司的动议，该动议要求暂停该公司在Paragominas的铝土矿开采活动。 　　海关数据显示，6月中国进口废铝量为11万吨，较5月持平，同比减少41.1%。1-6月累计进口废铝84万吨，同比减少21.7%。6月未锻轧铝及铝材出口量为51万吨，较去年同期的46万吨增加10.9%，为历史次高水平。1-6月未锻轧铝及铝材出口量为271.3万吨，较去年同期的240.5万吨增加12.8%。 　　主要逻辑：从金属铝基本面角度来看，我们认为目前国内电解铝成本将随着氧化铝等价格上涨而回升；而铝下游消费符合预期，逐步进入淡季，国内期货及现货回落幅度减弱，LME库存连续增加，向上驱动力不足，国内铝价筑底运行。今日预计沪铝将震荡运行。 　　操作方面：建议观望，前期多单继续持有。                                            (责任编辑：DF318)"
"长江有色：铝厂实现弹性生产 27日现铝或上涨","　　今日铝市摘要：美铝预计今年全球铝供应仍然短缺的消息支撑铝价，隔夜伦铝上涨4美元，国内铝厂实现弹性生产缓解库存压力，料今沪铝偏强震荡，现铝或上涨。　　期货市场：隔夜伦铝偏强震荡，最新收盘价报于2068美元/吨，涨4美元，涨幅0.19%；成交量10853手减少1529手，持仓量613999手增加492手。晚间沪铝偏强整理，主力月1809合约最新收盘价报于14380元/吨，涨55元，涨幅0.38%。美铝预计今年全球铝供应仍然短缺的消息支撑铝价，日内沪铝或偏强震荡。　　伦敦金属交易所(LME)07月26日伦铝最新库存量报1207600公吨，比前一交易日库存量减少1625公吨，降幅0.13%。　　长江铝业网讯：07月26日国内现货铝价小跌，长江有色网现货AOO铝锭价报14140元/吨，跌90元。中铝华东地区AOO铝锭价报14250元/吨，跌70元。国内氧化铝价格持续上行，山西地区已突破3000元，电解铝成本突破14300元；虽然铝锭库存维持高位，铝棒库存不断抬升，但铝厂实现弹性生产缓解库存压力，预计今现货铝价上涨。                                            (责任编辑：DF120)"
"沪铝短期将延续底部震荡","　　近期，宏观政策预期边际改善，给商品市场带来利好提振，有色金属普遍回暖。沪铝供需相对平衡，受成本抬升小幅震荡上行，但在淡季背景下，短期继续走强尚缺少催化剂。 　　近期，海外氧化铝价格回升明显，印度公司更是出现591美元/吨高价成交，巴西海德鲁氧化铝厂复产预期不断延后至四季度，海外氧化铝市场短缺支撑价格走强。截至7月24日，澳洲氧化铝FOB价格为495美元/吨，我国氧化铝出口窗口持续开启。6月份我国氧化铝出口量11.8万吨，创2002年以来新高，7月份氧化铝出口订单仍在签订，后续出口量仍将乐观。 　　此外，山西、河南地区铝土矿供应持续偏紧，铝土矿价格上涨推升氧化铝生产成本，而部分氧化铝厂继续实施弹性生产，氧化铝价格将保持强势，中铝7月份已连续三次上调现货销售限价，多重利多因素下，氧化铝重回3000元/吨只是时间问题。 　　氧化铝进入上行通道使得电解铝成本显著抬上，行业平均成本与现货价格一度出现倒挂。据成本模型显示，近年来，铝价运行区间基本在成本区域之内。截至7月24日，吨铝低中高位理论完全成本分别为13350元/吨、14050元/吨、14700元/吨，当前铝价处于成本中位水平附近，铝价跟随成本仍有上升空间。 　　供应端来看，截至7月下旬，我国电解铝有效产能4613万吨，运行产能3715万吨，开工率达80.54%，运行产能较年初增加约140万吨，相较去年同期仍有近80万吨差距。总体来看，供应缓慢增加，新产能投放速度远低于预期，全年产量增速可能不足2%。 　　需求方面看，出口仍是今年我国铝需求的最大亮点，在沪伦比低位、**币贬值背景下，6月份未锻造铝及铝材出口51万吨为历史次高水平，前六月出口量同比增长12.8%。但进入夏季，下游铝型材以及铝板带箔企业开工率下降，主要仓库周度出库量环比下降至15万吨以下，需求淡季逐渐体现。上海有色网数据显示，截至7月23日，我国铝锭社会库存180.7万吨。进入7月后，去库存速度明显放缓，在180万吨附近出现反复，后期存在回升可能，给铝价带来压力。 　　综合来看，现阶段，宏观环境复杂，全球不确定因素较多仍将持续扰乱市场情绪，沪铝价格易出现大幅波动，入市操作仍需谨慎。短期看，我国铝市场供需相对平衡，氧化铝上涨使得电解铝成本明显上升对铝价支撑较强，而在需求处于淡季的情况下，去库存放缓将限制铝价反弹高度。在缺少消息面利多刺激的情况下，预计沪铝仍将维持趋势底部震荡走势。                                            (责任编辑：DF318)"
"铝今日观点 近期走势有望偏强","　　昨日LME铝小幅震荡，上涨0.19%，至2068.00美元/吨，沪铝指数下跌0.46%，收于14356元/吨，夜盘进一步反弹至14410元/吨。LME铝现货贴水21.50美元/吨，前一交易日为贴水20.50美元/吨，昨日长江有色均价较沪铝指数结算价贴水231元，前一日贴水198元，现货贴水幅度有所扩大。7月26日LME铝锭库存减少1625吨至1207600吨。7月19日，国内铝锭社会库存合计174.8万吨，环比上周四增加0.3万吨。工信部发布对电解铝钢铁行业实行错峰生产通知，政策去产能预期仍在升温。环保整治趋紧，铝土矿供给趋紧，氧化铝厂商利润受损实行弹性生产，河南氧化铝均价持稳，至2980元/吨，电解铝成本支撑继续加强，部分高成本铝企面临亏损境地开始减产；从市场走势看，14000元/吨成本附近对盘面有较强支撑作用，比对近期其他基本金属的跌幅，铝价表现相对坚挺，近期走势有望偏强，密切关注三季度新增产能投放情况。 　　                                            (责任编辑：DF386)"
"铝质电容预涨价 或利好电极箔行业","　　【核心观点】　　铝质电容预涨价利好电极箔景气向上　　近日全球第二大铝电解电容器厂尼吉康宣布于18年8月1日调涨公司产品售价。据电子技术应用网讯，台湾铝电解电容器大厂凯美董事长翁啟胜日前指出电容上游材料铝箔受中国环保政策影响持续短缺，后续若铝箔厂涨价，电容器厂也将被迫调整价格。此前我们认为环保造成的电极箔短缺，铝电解电容器厂不得不通过提价争取有限的原料资源。此外，日企第三大电容器厂商Rubycon于18年6月1日调涨产品售价，我们认为铝电解电容器涨价潮已开启。电极箔作为铝电解电容器的主要原材料，铝质电容涨价潮或维持电极箔景气向上，建议关注行业龙头企业新疆众和等。　　电极箔供应趋紧，利于价格维持高位或更好　　此次尼吉康宣布旗下铝电解电容器价格最高调涨10%，公司解释本次调涨的原因在于铝等原材料价格的大幅上涨。2017-18Q2期间电极箔行业产能受限于严格的环保督察，部分中小企业产能停产，行业供需改善且小企业造成的定价紊乱也同步改善。而新产能投放或者环保技改完成将在2019H2实现，且由于环保技改定制性强且投入大，周期预期超1年；预计小企业复产难度大。我们预计电极箔未来一年供应大概率趋紧，价格有望维持高位或更好。　　电极箔生产具有技术壁垒，大企业成本优势日趋显现　　电极箔生产最大的壁垒主要在于腐蚀环节及其后端环保处理，其次是上游原材料电子光箔生产。腐蚀是电极箔生产中技术要求最高的工序，新进企业难以在短期内掌握生产技术，现有的低端电极箔制造商很难向高端升级；光箔生产技术要求仅次于腐蚀环节，目前国内东阳光科和新疆众和等少数大企业能够生产高质量光箔。我们认为国内电极箔大企业成本和产业链优势将更加显著。　　新增产能滞后，2018-19供需预计偏紧　　截至2018年7月25日，国内电极箔厂商公布产能扩建计划的企业少，短期内新增产能有限。据我们统计东阳光科、新疆众和、艾华集团、海星电子等公司新增产能数据，我们预计18、19、20年中国化成箔新增产能分别约1800万平方米、2400万平方米、2640万平方米，我们预计18、19、20年中国化成箔新增产量分别约500万平方米、1404万平方米、2109万平方米。我们预计2018-19年中国电极箔行业供给紧张趋势延续，2020年趋于平衡。　　台湾铝电解电容器相关企业股价表现优异　　据Bloomberg，此前铝质电容器涨价期间，台湾电极箔厂商立敦、电容器厂商凯美、智宝，股价从2017年3月末开始显著上涨，17.3.31-18.7.3期间分别上涨约267.72%、510.56%、435.47%。　　风险提示：环保整治力度低于预期，新增电极箔产能投放加速且技术突破加速打破光箔或者腐蚀箔壁垒。                                            (责任编辑：DF376)"
"江西地区废铝市场报价","　　品名材质价格区间单位涨跌产地/牌号发布日期备注　　破碎熟铝 90-92% 10100-10300 元/吨 -50 江西地区 07-26 不含税　　破碎生铝 91-93% 11400-11600 元/吨 -50 江西地区 07-26 不含税　　进口干净6063旧料干净 11000-11300 元/吨 -50 江西地区 07-26 不含税                                            (责任编辑：DF318)"
"云南地区废铝市场报价","　　品名材质价格区间单位涨跌产地/牌号发布日期备注　　破碎熟铝 90-92% 10600-10800 元/吨 -50 云南地区 07-26 不含税　　破碎生铝 91-93% 11450-11650 元/吨 -50 云南地区 07-26 不含税　　机件生铝(含铁6-8%) 含铁6-8% 10850-11150 元/吨 -50 云南地区 07-26 不含税                                            (责任编辑：DF318)"
"贵州地区废铝市场报价","　　品名材质价格区间单位涨跌产地/牌号发布日期备注　　破碎熟铝 90-92% 10550-10750 元/吨 -50 贵州地区 07-26 不含税　　破碎生铝 91-93% 11400-11600 元/吨 -50 贵州地区 07-26 不含税　　机件生铝(含铁6-8%) 含铁6-8% 10850-11050 元/吨 -50 贵州地区 07-26 不含税                                            (责任编辑：DF318)"
"上海金属网金属价格指数（铜铝铅锌锡镍）7月26日","指数SHMETX22,387.52涨跌-45.72涨幅度-0.20%铜对当月卖盘 c30 基准价(元/吨)铜 49920铝 14150铅 19250锌 21690镍 111400指数说明更新日期：7-26                                            (责任编辑：DF386)"
"江苏地区废铝市场报价","　　品名材质价格区间单位涨跌产地/牌号发布日期备注　　干净割胶铝线 - 12250-12450 元/吨 -50 江苏地区 07-26 不含税　　破碎熟铝 90-92% 10550-10750 元/吨 -50 江苏地区 07-26 不含税　　破碎生铝 91-93% 11400-11600 元/吨 -50 江苏地区 07-26 不含税　　合金铝 - 13300-13500 元/吨 -50 江苏地区 07-26 不含税                                            (责任编辑：DF318)"
