"标题","正文"
"7月31日山东临沂苍山地区面粉企业小麦到厂价格","　　7月31日，山东临沂苍山地区面粉企业新小麦到厂价格为2380元/吨，较7月30日价格持平。                                            (责任编辑：DF386)"
"7月31日河南洛阳地区面粉企业小麦收购价格","　　7月31日，河南洛阳地区面粉企业新小麦收购价格为2360元/吨，较7月30日价格持平。                                            (责任编辑：DF386)"
"7月30日小麦为2428.00元/吨","　　7月30日，小麦参考价为2428.00元/吨，与7月1日(2430.00)相比，下降了0.08%。                                            (责任编辑：DF380)"
"7月30日河北地区面粉企业小麦收购价格","　　7月30日，河北地区面粉企业小麦收购价格为2360-2520元/吨，较7月27日价格持平。                                            (责任编辑：DF392)"
"亚洲谷物市场：黑海小麦价格上涨 面粉加工商离市观望","　　据贸易商称，亚洲市场上黑海小麦报价涨至每吨240美元，CIF价，相比之下，上周的价格为235美元/吨。　　一位新加坡贸易商称，黑海小麦价格上涨，所以面粉加工商很安静。我们没有听说有任何的生意成交。　　大部分亚洲面粉加工商已经完成了截至9月份的采购任务，他们采购的俄罗斯和乌克兰小麦价格约为220美元到225美元/吨。　　亚洲市场美国软白小麦价格约为每吨265美元，CIF价，硬红冬小麦报价为282美元，蛋白含量14%的春小麦报价为288美元。                                            (责任编辑：DF392)"
"2018年7月30日山西省小麦价格行情","　　晋城普通小麦国标二等的收购价格为2400元/吨，和昨日的报价持平，昨日无现货成交。                                            (责任编辑：DF392)"
"2018年7月30日湖北省小麦价格行情","　　同益面粉普通小麦国标二等的收购价格为2400元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。                                            (责任编辑：DF392)"
"2018年7月30日安徽省小麦价格行情","　　占元面粉普通小麦新麦的收购价格为2350元/吨，和昨日的报价持平，昨日无现货成交。 　　雁湖面粉普通小麦国标二等的收购价格为2340元/吨，和昨日的报价持平，昨日无现货成交。 　　鑫丰园普通小麦国标三等的收购价格为2340元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。 　　淮北市普通小麦国标二等的收购价格为2340元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。 　　淮南市普通小麦国标二等的收购价格为2420元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。                                            (责任编辑：DF392)"
"2018年7月30日陕西省小麦价格行情","　　后稷面粉普通小麦国标二等的收购价格为2460元/吨，和昨日的报价持平，容重750；昨日无现货成交。 　　宝鸡普通小麦国标二等的收购价格为2500元/吨，和昨日的报价持平，容重770；普通小麦新麦的收购价格为2480元/吨，和昨日的报价持平，容重790；昨日无现货成交。                                            (责任编辑：DF392)"
"2018年7月30日江苏省小麦价格行情","　　淮安市普通小麦国标二等的收购价格为2340元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。 　　白龙马普通小麦国标二等的收购价格为2380元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。 　　宇宸面粉普通小麦国标一等的停报普通小麦新麦的收购价格为2280元/吨，和昨日的报价持平，昨日无现货成交。                                            (责任编辑：DF392)"
"2018年7月30日河南省小麦价格行情","　　冠裕粉业普通小麦国标二等的收购价格为2380元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。 　　新乡新良普通小麦国标一等的收购价格为2480元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。 　　河南信阳普通小麦国标二等的收购价格为2380元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。                                            (责任编辑：DF392)"
"2018年7月30日河北省小麦价格行情","　　四季雪普通小麦国标一等的收购价格为2480元/吨，和昨日的报价持平，昨日无现货成交。 　　双福面粉普通小麦国标二等的收购价格为2440元/吨，和昨日的报价持平，昨日无现货成交。 　　飞鹰面粉普通小麦国标二等的收购价格为2460元/吨，和昨日的报价持平，昨日无现货成交。 　　光牌面业普通小麦国标一等的收购价格为2500元/吨，和昨日的报价持平，昨日无现货成交。 　　白龙面粉普通小麦国标一等的收购价格为2400元/吨，和昨日的报价持平，昨日无现货成交。 　　玉泉面粉普通小麦国标一等的出厂报价为2500元/吨，和昨日的报价持平，昨日无现货成交。 　　                                            (责任编辑：DF392)"
"2018年7月30日山东省小麦价格行情","　　亨源面粉普通小麦国标二等的收购价格为2480元/吨，和昨日的报价持平，昨日无现货成交。 　　金麦子普通小麦国标二等的收购价格为2460元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。 　　国祥粉业普通小麦国标一等的收购价格为2500元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。 　　半球面粉普通小麦国标一等的收购价格为2490元/吨，和昨日的报价持平普通小麦新麦的停报，昨日无现货成交。                                            (责任编辑：DF392)"
"新疆奇台县冬小麦单产创全疆纪录","　　时下正是新疆夏粮收获的季节，在全国粮食生产先进县——奇台县，101万亩的小麦收割工作已全面展开。今年，奇台县半截沟镇腰站子村冬小麦单产首次突破700公斤大关，刷新全疆最高纪录。 　　近日，由新疆农业厅和新疆农业科学院粮食作物研究所邀请的国家小麦产业技术体系岗位专家和农业农村部小麦专家指导组专家组成的小麦高产验收组，在半截沟镇腰站子村丰裕农村专业合作社三队片区小麦绿色栽培模式高产攻关田，按照农业农村部高产创建的测产程序，随机选取了3块田，进行现场实产验收，经过严格的面积核实、机械收获脱粒、称量、扣除水分和杂质后，测出其中一块3.208亩的试验田，实收亩产达到724公斤。新疆农业科学院粮食作物研究所党支部书记、研究员吴新元介绍说：“从我们新疆的冬小麦的高产纪录看，由农业农村部专家指导组的专家测出来的产量，今天测出来的724公斤这个产量是目前我们新疆冬小麦的最高亩产。” 　　这次实产验收的小麦品种为新冬41号，种植海拔900米，与其它冬小麦相比，这个品种亩穗数、穗粒数、千粒重3要素优势明显。今年，奇台县种植冬小麦面积48万亩，其中新冬41号推广面积达到11万亩。据技术人员介绍，在加大种子包衣、精量播种、种肥分离和高效节水灌溉、绿色防控及统防统治等新技术应用的同时，还主要采取了早播、精准施肥和勤浇少浇的技术，对以往的传统田间管理措施做了很大的改进。 　　据了解，自2016年奇台县成功实施了国家级小麦绿色高产高效创建项目以来，落实关键生产技术措施，搞好农田水利基本建设，以培育壮大集绿色高质高效栽培实用技术推广、种植管理和专业化社会化服务为一体的新型经营主体为主线，推进小麦标准化生产，提高粮食生产效率和效益。2017年，全县建设整县制绿色高产高效小麦基地100万亩，平均单产达到430公斤以上。                                            (责任编辑：DF318)"
"IGC将全球小麦产量预测数据下调","　　伦敦7月27日消息：据国际谷物理事会(IGC)发布的最新报告显示，2018/19年度全球小麦产量预计降至五年来的最低水平，因为欧盟和俄罗斯的小麦产量预测数据大幅调低。 　　IGC预计2018/19年度全球小麦产量为7.21亿吨，比早先预测值低1600万吨，这也将是2013/14年度以来的最低水平。 　　IGC预计2018/19年度欧盟小麦产量为1.399亿吨，低于早先预测的1.473亿吨，因为前四大小麦生产国法国、德国、英国和波兰的小麦产量数据均下调。 　　近几周欧洲北部和中部地区天气炎热干燥，损害小麦作物，推动Euronext交易所小麦期货价格本周创下三年来的最高水平。 　　IGC指出，目前小麦收获报告显示收成令人失望，因此今后小麦产量数据有可能进一步下调。 　　俄罗斯小麦产量预测数据下调到6600万吨，低于早先预测的7090万吨，也远远低于上年的8490万吨。 　　全球小麦期末库存预计降至两年来的最低水平2.47亿吨，因为产量未能与消费保持一致。2018/19年度小麦用量预计为7.39亿吨。 　　IGC维持2018/19年度全球玉米产量预测数据不变，仍为10.52亿吨，略高于上年的10.44亿吨，不过全球玉米供应可能连续第二年短缺，玉米用量将达到10.98亿吨。 　　IGC称，玉米增产主要取决于2018/19年度南美玉米产量恢复。南美距离2018/19年度玉米播种还有几个月的时间。 　　2018/19年度全球大豆产量预计为3.59亿吨，略高于早先预测的3.58亿吨。全球供应过剩，因为消费预计为3.56亿吨。                                            (责任编辑：DF318)"
"7月30日陕西省普通小麦报价基本平稳","　　7月30日，小麦市场行情暂时维持偏弱整理，但后期随着双节临近，工厂开机率上调，对小麦需求量增加，或将推动小麦出现一波上行走势。今日报价如下：　　宝鸡普通小麦国标二等的收购价格为2500元/吨，和27日的报价持平，容重770；普通小麦新麦的收购价格为2480元/吨，和27日的报价持平，容重790；7月27日无现货成交。                                            (责任编辑：DF062)"
"7月30日河南省普通小麦报价暴涨","　　7月30日，小麦市场行情暂时维持偏弱整理，但后期随着双节临近，工厂开机率上调，对小麦需求量增加，或将推动小麦出现一波上行走势。今日报价如下：　　辛安面业普通小麦国标二等的收购价格为2460元/吨，和27日的报价持平普通小麦国标三等的停报普通小麦国标一等的收购价格为2620元/吨，和27日的报价持平普通小麦新麦的收购价格为2460元/吨，和27日的报价持平，7月27日无现货成交。                                            (责任编辑：DF062)"
"7月30日江苏省普通小麦报价基本平稳","　　7月30日，小麦市场行情暂时维持偏弱整理，但后期随着双节临近，工厂开机率上调，对小麦需求量增加，或将推动小麦出现一波上行走势。今日报价如下：　　淮安市普通小麦国标二等的收购价格为2340元/吨，和27日的报价持平普通小麦新麦的停报，7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日河北省普通小麦报价暴涨","　　7月30日，小麦市场行情暂时维持偏弱整理，但后期随着双节临近，工厂开机率上调，对小麦需求量增加，或将推动小麦出现一波上行走势。今日报价如下：　　双福面粉普通小麦国标二等的收购价格为2440元/吨，和27日的报价持平，7月27日无现货成交。                                            (责任编辑：DF120)"
"修改合约规则适应实体经济需求 “冬病夏治”边缘化期货品种“入伏”","摘要            “这些品种之前我都不看，但最近价格波动比较大，成交量也起来了，我才把它们加入到自选品种里重点关注了。”资深期货投资人安女士说。                             　　“这些品种之前我都不看，但最近价格波动比较大，成交量也起来了，我才把它们加入到自选品种里重点关注了。”资深期货投资人安女士说。　　安女士口中所说的品种，因长期交投十分清淡，被业内称作为“冷品种”，包括燃料油、豆二、线材、油菜籽、普麦、稻谷期货、胶合板期货等。不过，最近，燃料油、豆二、稻谷期货等品种出现复活势头，不仅成功吸引资金关注，还有“走红”的迹象。　　分析人士表示，近年来，交易所经过不断深入调研，寻找症结所在并采取改进措施，显著提升了燃料油、豆二期货交投，建议交易所继续做好其他“冷品种”维护工作的同时积极做出改变，以便更好地服务实体经济。　　细心呵护谨慎参与　　对于刚刚逃出“冷宫”的品种，在投资方面有何建议？　　程小勇表示，对于逐渐转暖的期货“冷品种”投资来说，一方面，需行业加大对产业链的分析和调研，以便通过供需基本面来捕捉投资机会；另一方面，需对修改合约后的规则进行充分了解，不要进行过度投机。否则，可能会导致好不容易焕发活力的“冷品种”再次遭遇严厉调控，这样既不利于服务产业，也不利于企业进行风险对冲。 　　浙商期货研究中心能化高级研究员朱展天也认为，投资者在参与这些品种交易时要谨慎。在“冷品种”逐步转暖发展的过程中，期货品种的交易量将伴随着现货市场的风险管理需求而增大，现货市场的情况也将反应在期货市场上。因此，投资者需结合期现货市场的情况，做好风险管理。　　这对于其他仍处于“冷宫”的品种来说，有何借鉴意义？　　“燃料油、豆二期货的再次活跃，主要在于期货合约规则的改变，燃料油更换了交割品种，而豆二期货则是调整了交割质量标准。对于那些仍旧不活跃的期货品种，建议交易所以及相关部门积极进行调研论证。”朱展天表示，以线材为例，品种设计落后于经济发展，且交割品为高线，但在实际生产和贸易流通中，普线较为普遍，加之螺纹钢期货冲击，导致线材持仓量和交易量不断下降。因此，对于不活跃期货品种，交易所需做好品种维护工作的同时积极做出改变，听取现货企业意见，提高企业与投资者的参与度，更好地服务实体经济。 　　在程小勇看来，燃料油期货、豆二期货合约修改合约、规则等重新激发活力，对于其他“冷品种”来说，具有很强的借鉴意义。根据现货供需结构变化、产需变化，修改合约文本、标的、质量标准和交割区域等有利于“冷品种”品种重生。例如，胶合板和稻谷期货成交不活跃，同样存在合约设计不合理问题。不过，部分商品由于品级等无法统一或者现货市场化不够，导致无法设计成为标准化期货合约是当前成交不活跃的最大原因。　　谁唤醒了“睡美人” 　　何种因素促使期货“冷品种”逃出冷宫？　　“从燃料油、豆二期货合约起死回生来看，修改、优化合约或者调整交割品种是拯救‘冷品种’的有效方法。”程小勇表示。　　以燃料油期货为例，程小勇表示，原先的燃料油期货合约标的物为发电用燃料油，修改后的燃料油期货合约为保税380燃料油(报税船用燃料油)。船供油市场大体可以分为内贸完税船供油市场和保税船供油市场两类。随着我国对外贸易的稳定增长，作为远洋运输的重要消费品，保税380船用燃料油已逐渐成为市场的主要消费品种，内贸船用燃料油不足以反映燃料油市场的价格变动。2009年起，受燃料油加征消费税影响，现货市场消费结构发生变化，发电用燃料油期货市场规模随之逐渐萎缩，原先燃料油的期货品种服务实体企业的功能无法有效实现。因此，保税380船用燃料油挂牌交易之后，吸引了产业客户积极参与，投机也随之增多。 　　浙商期货研究中心能化高级研究员汪文林表示，与原油期货类似，国内380燃料油期货可以有国外成熟的市场作借鉴。目前，新加坡燃料油市场为全球380燃料油的定价中心，其拥有庞大的燃料油现货市场、普氏公开市场和纸货市场。由于国内对新加坡燃料油保持较高的进口依存度，加上地理位置因素，可以使内外盘保持非常高的联动性，因此对于形成合理的期货价格有一定的指引意义，也可以提升市场认知度，方便投资者理性参与交易。因此，对于期货中的“冷品种”来说，实质在于市场的接受度不够高，受政策约束小，而易于贸易环节流通、市场认知度高的品种更容易活跃，对于驱使期货品种的活跃性有较高的影响。 　　对于豆二期货来说，浙商期货研究中心农产品高级研究员向博表示：“此前豆二期货不活跃的主要原因是交割不通畅，使得许多国内压榨企业不得不选择在芝加哥商品交易所(CBOT)市场上进行套保，但这种方式受到汇率、海运费、升贴水等影响，在实际操作过程中也会遇到较多的麻烦。目前，流入我国的进口大豆数量节节攀升，快要达到一亿吨了，进口大豆已成为压榨的主要原料，而数量不到两千万吨的国产大豆基本上不作为压榨使用。”　　在这种情形下，提高豆二期货活跃度势在必行，通过检疫部门和大商所的共同努力，自2017年5月31日，1805合约开始采用新合约规则，使得进口大豆的期货交割变得简洁、便利，交割制度、交割标准、交割区域，包括合约月份等都有所优化，使得其与现货市场联系得更加紧密。　　“修改后的豆二期货合约符合了现货企业的风险管理需求，产业客户因此积极参与。”程小勇表示。　　从交投方面来看，向博表示：“从今年初开始，豆二期货活跃度就有所起色，而这次外部扰动事件更是加快了其活跃的步伐，成交量方面已超过豆一期货。但就目前而言，投机盘还较多，相信有着大量的客户群和现货量作为基础，叠加国家政策支持，在持仓量和交割量方面超过豆一期货也只是时间问题。”　　“冷品种”逆袭记　　“国内原油期货上市后，一直想参与进去，无奈账户资金有限，直到7月中旬保税380燃料油期货上市，才有幸参与了一把！”投资者初先生向记者说道。　　与初先生一样，近半个月时间以来，不少投资者将目光聚焦在保税380燃料油期货上，以期通过参与燃料油期货实现曲线投资原油期货，因此，燃料油期货已被称为“小原油”期货。　　自7月16日国内保税380燃料油期货上市以来，成交量急剧放大。截至7月27日，燃料油期货累计成交量达300.28万手，持仓量为13.49万手。　　值得一提的是，7月25日，燃料油期货主力1901合约一度创下上市以来新高水平3203元/吨，当日成交量达85.45万手，持仓量升至逾13.14万手，双双创下上市以来最高水平。 　　不仅如此，7月后半月以来，农产品中稻谷期货也呈现活跃之势，早籼稻、粳稻、晚籼稻期货主力合约均出现冲高回落，其中早籼稻、粳稻期货一度涨停。截至7月27日，早籼稻期货成交量、持仓量分别为3480手、1456手，较7月16日的16手、104手出现显著增长；晚籼稻期货成交量、持仓量分别为34574手、8882手，7月16日当日为254手、440手；粳稻期货成交量、持仓量分别为1210手、650手，而7月16日分别零手、2手。 　　豆二期货交投亦逐渐转暖。截至7月27日，豆二期货成交量为29.66万手，持仓量为15.84万手，而去年7月27日，该合约成交量、持仓量均为零手。 　　“从保税380燃料油期货挂牌交易和去年大商所调整豆二期货合约规则之后的交易情况来看，原先成交清淡或者基本上没有成交的品种再次焕发了新机。”宝城期货金融研究所所长程小勇向中国证券报记者表示，这样的情况反映出原先的期货合约并不能够反映现货市场结构，或者合约设计不合理，满足不了现货市场的风险管理需求。                                            (责任编辑：DF309)"
"小麦需求持续疲软 价格趋于平稳（7.23-7.27）","　　一、价格走势图 　　据生意社监测，本周小麦行情保持平稳，周初报盘价格为2428.00元/吨，主流价格暂无波动，周末报盘价格2428.00元/吨，涨跌幅0.00%。 　　二、影响因素分析 　　产品：据悉，本周小麦行情趋稳，局部地区有小幅回落，由于下游需求疲软，对小麦货源走销支撑不足，价格保持平稳。截至到本周五，河北普通小麦收购价格为2440-2480元/吨；山东普通小麦收购价格为2380-2520元/吨；河南普通小麦收购价格为2300-2450元/吨。 　　期货：截至周四，美国小麦现货市场收盘互有涨跌，其中CBOT软红冬小麦和KCBT硬红冬小麦市场下跌，而MGE春小麦市场上涨。CBOT软红冬小麦市场的9月期约收低6.25美分，报收536.50美分/蒲式耳。KCBT硬红冬小麦市场的9月期约收低6.75美分，报收534美分/蒲式耳。MGE硬红春小麦市场的9月期约收高0.50美分，报收587.75美分/蒲式耳。CBOT小麦市场的收盘价低于盘中高点，因为投机基金等待更多的利多消息来推动价格上涨。 　　产业链：本周国内面粉价格趋于平稳，由于企业成本原因，加之订单情况较为清淡，制粉企业降低开机率或停机的现象较为普遍，市场需求量较低，主流价格暂无明显波动。据了解，山东地区标准粉市场价为2440元/吨，河北地区一等粉市场价格为2520-2550元/吨，安徽标准粉市场价格为2340-2460元/吨。 　　行业：1。美国农业部(USDA)周一公布的每周作物生长报告显示，截至7月22日当周，美国冬小麦收割率为80%，前一周为74%，2017年同期为83%，五年均值为79%。 　　2。美国农业部(USDA)周四公布的出口销售报告显示：截至7月19日当周，美国2018-19年度小麦出口净销售385,900吨，2019-20年度小麦出口净销售0吨。 　　三、后市预测 　　本周国内小麦市场小幅回调，因下游需求低迷，货源走销一般，贸易商多以观望态度，薄利多销为主。据生意社棕榈油分析师认为，预计短时间内，麦价或将稳中趋弱。                                            (责任编辑：DF392)"
"全球农产品期货抬头：美小麦两日暴涨逾7% 国内豆类普涨","摘要            【全球农产品期货抬头：美小麦两日暴涨逾7% 国内豆类普涨】东方财富网26日讯，国内期市收盘豆类农产品涨势明显，豆粕、豆油、豆一、豆二纷纷上涨，此外，外围农产品期货亦是强势攀升，芝加哥期货交易所玉米、小麦和大豆期价25日全线上涨，CBOT小麦暴涨逾6%，今日仍维持强势，涨逾1%。                             　　东方财富网26日讯，国内期市收盘豆类农产品涨势明显，豆粕、豆油、豆一、豆二纷纷上涨，此外，外围农产品期货亦是强势攀升，芝加哥期货交易所玉米、小麦和大豆期价25日全线上涨，CBOT小麦暴涨逾6%，今日仍然延续涨势。　　外围农产品走势强劲，据东方财富Choice数据行情显示， 当天(25日)，芝加哥期货交易所玉米市场交投最活跃的12月合约收于每蒲式耳3.7325美元，比前一交易日上涨7.25美分，涨幅为1.98%；小麦9月合约收于每蒲式耳5.4275美元，比前一交易日上涨32.5美分，涨幅为6.27%；大豆11月合约收于每蒲式耳8.7575美元，比前一交易日上涨2.5美分，涨幅为0.29%。　　市场人士分析称，全球主要小麦产区的产量低于预期的消息助推小麦期价大幅上涨。美国中西部玉米主产区干旱天气不利玉米生长的消息助推玉米期价上涨。交易者当天的技术性买入操作推动大豆期价上涨。　　值得注意的是，今日外围农产品期货再次活跃，美大豆当月连续、美豆粕当月连续、美玉米当月连续及美小麦当月连续等均涨超1%。至发稿，据芝加哥CBOT交易所行情显示，豆粕当月连续涨1.73%；小麦当月连续涨1.29%，两日累计涨逾7%。　　受外围农产品期货普涨影响，国内农产品期货亦是纷纷上扬。至国内期市收盘，豆油、菜油、豆粕棕榈油、豆一、豆二，纷纷收红，在整个期市低迷状态下较为显眼。截至收盘，豆油主力合约涨1.02%，报5754元/吨；豆粕主力合约涨0.69%，报3200元/吨。　　也有市场人士分析指出，农产品突然爆发或与美欧贸易关系缓和有关。据新华社26日报道，美国和欧盟25日同意通过谈判降低贸易壁垒、缓解贸易摩擦，并同意暂停加征新关税。特朗普在记者会上说，美欧同意朝着取消非汽车类工业品所有关税、非关税壁垒和补贴的目标共同努力，并将在服务、化学、制药、医疗产品和大豆等领域减少壁垒并扩大贸易。　　推荐阅读>>> 　　美欧同意通过谈判缓解贸易摩擦 但前景存疑 　　美国和欧盟25日同意通过谈判降低贸易壁垒、缓解贸易摩擦，并同意暂停加征新关税，但双方后续谈判能否真正落实这些目标仍存在很大不确定性。　　美国总统特朗普当天在白宫与到访的欧盟委员会主席容克就双边经贸议题展开会谈，并在会谈结束后召开联合记者会。　　特朗普在记者会上说，美欧同意朝着取消非汽车类工业品所有关税、非关税壁垒和补贴的目标共同努力，并将在服务、化学、制药、医疗产品和大豆等领域减少壁垒并扩大贸易。　　特朗普表示，美欧还同意增强能源方面的战略合作，欧盟希望从美国进口更多液化天然气以促进能源供应渠道多元化。此外，双方同意就美欧监管标准展开对话，以减少监管障碍并降低贸易成本。　　容克在记者会上表示，只要欧美双方继续谈判，双方就将暂停对对方商品加征新关税，同时将重新评估已经开征的钢铝关税。　　分析人士指出，早在奥巴马政府时期美欧就“跨大西洋贸易和投资伙伴关系协定”(TTIP)展开谈判时，双方就已提议对超过97%的进口商品取消关税，但由于双方在政府采购、农产品市场准入和金融监管等领域存在不少分歧，相关谈判并未取得重大突破。特朗普政府与欧盟能否通过谈判实现非汽车类工业品零关税的目标仍有待观察。　　另外，欧盟能否从美国进口更多液化天然气也存在不确定性。由于亚洲天然气进口价格高于欧洲，美国天然气出口到亚洲更加有利可图。美国不少油气企业已与韩国、日本等亚洲国家签订天然气供应长期合同。业内人士测算，如果欧洲国家天然气进口报价超过亚洲国家，所需支付的费用将远远超过从俄罗斯进口的天然气，这对一些欧洲国家来说难以承受。　　美国媒体指出，虽然美欧同意缓解贸易摩擦，但美国针对欧盟国家的钢铝关税，以及欧盟针对美国的报复性关税仍然有效。如果双方不能解决汽车关税争端，特朗普政府决定对进口汽车及零配件加征关税，欧盟将不得不采取相应反制举措。　　欧盟驻美国大使戴维·奥沙利文上周表示，欧盟内部正在准备对美国汽车关税的反制举措。他警告说，汽车关税可能导致其他经济体对美国约2940亿美元出口商品采取报复性措施。（来源：新华社）　　相关新闻>>>　　全球天气异常“火爆” 极高温成新常态？                                            (责任编辑：DF318)"
"7月26日湖北省普通小麦报价基本平稳","　　7月26日，当前小麦的价格相比较来说价格偏高，部分地区小麦的最低收购价已经放缓甚至停止收购了，按照当前市场的整体来说，小麦市场总体处于一个供求相对平衡的阶段，所以小麦价格变化不大。今日报价如下：　　同益面粉普通小麦国标二等的收购价格为2400元/吨，和25日的报价持平普通小麦新麦的停报，7月25日无现货成交。                                            (责任编辑：DF381)"
"7月26日山西省普通小麦报价基本平稳","　　7月26日，当前小麦的价格相比较来说价格偏高，部分地区小麦的最低收购价已经放缓甚至停止收购了，按照当前市场的整体来说，小麦市场总体处于一个供求相对平衡的阶段，所以小麦价格变化不大。今日报价如下： 　　晋城普通小麦国标二等的收购价格为2400元/吨，和25日的报价持平，7月25日无现货成交。                                            (责任编辑：DF381)"
"7月26日山东省普通小麦报价基本平稳","　　7月26日，当前小麦的价格相比较来说价格偏高，部分地区小麦的最低收购价已经放缓甚至停止收购了，按照当前市场的整体来说，小麦市场总体处于一个供求相对平衡的阶段，所以小麦价格变化不大。今日报价如下：　　禹飞面粉普通小麦国标二等的收购价格为2440元/吨，和25日的报价持平普通小麦国标一等的收购价格为2500元/吨，和25日的报价持平普通小麦新麦的停报，7月25日无现货成交。                                            (责任编辑：DF120)"
"7月26日安徽省普通小麦报价大幅上涨","　　7月26日，当前小麦的价格相比较来说价格偏高，部分地区小麦的最低收购价已经放缓甚至停止收购了，按照当前市场的整体来说，小麦市场总体处于一个供求相对平衡的阶段，所以小麦价格变化不大。今日报价如下：　　雁湖面粉普通小麦国标二等的收购价格为2340元/吨，和25日的报价持平，7月25日无现货成交。                                            (责任编辑：DF120)"
"7月26日河南省普通小麦报价暴涨","　　7月26日，当前小麦的价格相比较来说价格偏高，部分地区小麦的最低收购价已经放缓甚至停止收购了，按照当前市场的整体来说，小麦市场总体处于一个供求相对平衡的阶段，所以小麦价格变化不大。今日报价如下： 　　辛安面业普通小麦国标三等的停报普通小麦国标一等的收购价格为2620元/吨，和25日的报价持平普通小麦新麦的收购价格为2460元/吨，和25日的报价持平，7月25日无现货成交。                                            (责任编辑：DF381)"
"7月26日河北省普通小麦报价暴涨","　　7月26日，当前小麦的价格相比较来说价格偏高，部分地区小麦的最低收购价已经放缓甚至停止收购了，按照当前市场的整体来说，小麦市场总体处于一个供求相对平衡的阶段，所以小麦价格变化不大。今日报价如下： 　　双福面粉普通小麦国标二等的收购价格为2440元/吨，和25日的报价持平，7月25日无现货成交。                                            (责任编辑：DF064)"
"7月26日江苏省普通小麦报价基本平稳","　　7月26日，当前小麦的价格相比较来说价格偏高，部分地区小麦的最低收购价已经放缓甚至停止收购了，按照当前市场的整体来说，小麦市场总体处于一个供求相对平衡的阶段，所以小麦价格变化不大。今日报价如下： 　　淮安市普通小麦国标二等的收购价格为2360元/吨，和25日的报价持平普通小麦新麦的停报，7月25日无现货成交。                                            (责任编辑：DF064)"
"7月25日CBOT小麦期货收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算ZW1809511.5545.25511.2554232.5123024187451510.25ZW1812531.5564.25530.5561.2532.570325144824529.25ZW1903548.5579.5547.5576.2530.251942455478546.5ZW1905557585.75556.7558328.25592114483555.25ZW1907558.25587558.25583.525.5942335077558.75ZW1909569.25592.75569.2559023.2532725291567ZW1912580.25603.25580.25600.7520.7521147414580ZW2003589611589606.517.754501473589ZW2007593614.75593610.516.75241629593ZW2009611611.7561061016.75100595ZW2012609617.75609610.517.75130600                                            (责任编辑：DF353)"
"7月25日小麦为2428.00元/吨","　　7月25日，小麦参考价为2428.00元/吨，与7月1日(2430.00)相比，下降了0.08%。                                            (责任编辑：DF380)"
"7月25日山西省普通小麦报价基本平稳","　　晋城普通小麦国标二等的收购价格为2400元/吨，和24日的报价持平，7月24日无现货成交。                                            (责任编辑：DF387)"
"7月24日小麦为2428.00元/吨","　　7月24日，小麦参考价为2428.00元/吨，与7月1日(2430.00)相比，下降了0.08%。                                            (责任编辑：DF380)"
"7月24日山东省金麦子60粉报价","　　金麦子30粉国产的出厂报价为3200元/吨，和23日的报价持平，7月23日无现货成交。60粉国产的出厂报价为3040元/吨，和23日的报价持平，7月23日无现货成交。                                            (责任编辑：DF387)"
